date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2023-09-17,25.3,20.49,20.8,16.3,32,,100,87.3,81.5,63,21.4,18.1,18.1,14.8,44,28.33,31,18,65,24,101.78,101.1,101.12,100.47,100.08,99.42,99.44,98.8,24100,14454.2,12550,1000,2,1.4,1.5,1,0,2.8,15.8,13.8,10.8,13.2,13.2,0,,06:40:00,1694941800,6.67,19:10:00,1694986800,19.17,12.5,3,6,23,24,16,16,,,,,,8,5.9,5,2,,,,
2023-09-16,24.5,19.45,20.35,16.2,31,,100,96.9,87,74,20.8,18.9,18.7,16.6,32,15.04,17.5,3,46,19,102.43,102.22,102.14,101.86,100.73,100.52,100.45,100.16,24100,8320.8,12250,400,1.3,1.1,1.1,1,0,2.4,15.3,13.3,10.3,0.8,0.8,0,,06:39:00,1694855340,6.65,19:12:00,1694900520,19.2,12.55,4,6,21,21,17,17,,,,,,8,7.2,6,4,,,,
2023-09-15,22.5,19.53,19.89,17.3,30,,100,96.3,93,86,20.4,18.9,18.6,16.7,26,18.67,17,8,35,19,102.15,101.96,101.99,101.84,100.45,100.26,100.3,100.15,24100,20562.5,14450,4800,1.7,1.2,1.4,1,0,1.9,14.9,12.9,9.9,0.4,0.4,0,,06:38:00,1694768880,6.63,19:14:00,1694814240,19.23,12.6,2,2,22,22,17,17,,,,,,8,7.7,7.5,7,,,,
2023-09-14,17.8,15.78,16.25,14.7,,,100,99.2,96.5,93,16.8,15.7,15.8,14.8,28,19.79,19,10,40,18,102.55,102.4,102.38,102.21,100.83,100.68,100.67,100.5,19300,4950,9850,400,1.8,1.7,1.6,1.5,1.8,0,11.2,9.2,6.2,2.4,2.4,0,,06:36:00,1694682360,6.6,19:16:00,1694727960,19.27,12.67,5,5,19,19,15,16,,,,,,8,5.9,5,2,,,,
2023-09-13,16.4,14.21,14.6,12.8,,,100,96.3,93.5,87,14.7,13.6,13.7,12.7,23,15.75,16.5,10,31,11,102.44,102.3,102.31,102.18,100.72,100.58,100.59,100.46,24100,14325,12350,600,2,1.8,1.8,1.6,3.4,0,9.6,7.6,4.6,1.4,1.4,0,,06:35:00,1694595900,6.58,19:18:00,1694641680,19.3,12.72,4,4,16,17,13,13,,,,,,8,7.3,6,4,,,,
2023-09-12,15.1,13.24,13.75,12.4,,,100,94.8,93.5,87,13.2,12.4,12.3,11.5,30,20.21,19,8,42,9,102.31,102.26,102.24,102.18,100.59,100.54,100.52,100.46,24100,16741.7,12450,800,1.7,1.6,1.6,1.5,4.2,0,8.8,6.8,3.8,6.4,6.4,0,,06:34:00,1694509440,6.57,19:20:00,1694555400,19.33,12.77,1,1,14,14,13,13,,,,,,8,7.6,6,4,,,,
2023-09-11,17,14.34,14.65,12.3,,,100,94.6,91.5,83,18.4,13.5,15.1,11.8,21,14.12,15,9,27,28,102.33,102.15,102.1,101.87,100.61,100.44,100.39,100.18,24100,16295.8,13250,2400,2,1.4,1.5,1,3.4,0,9.7,7.7,4.7,1.2,1.2,0,,06:32:00,1694422920,6.53,19:22:00,1694469120,19.37,12.83,5,5,15,17,12,12,,,,,,8,6.9,6,4,,,,
2023-09-10,26.7,20.31,20.45,14.2,35,,100,91.8,86.5,73,21.4,18.8,19.1,16.8,26,20.04,20,14,39,26,101.94,101.87,101.87,101.8,100.24,100.17,100.17,100.1,24100,13779.2,12250,400,2,1.8,1.6,1.2,0,2.5,15.4,13.4,10.4,0,0,0,,06:31:00,1694336460,6.52,19:24:00,1694382840,19.4,12.88,5,6,23,24,14,14,,,,,,8,5.7,5,2,,,,
2023-09-09,19.7,15.53,16.25,12.8,,,99,92.5,88.5,78,16.9,14.3,14.7,12.4,30,13.58,16,2,36,31,102.16,102,101.96,101.76,100.45,100.3,100.25,100.06,24100,21825,13650,3200,1.9,1.2,1.4,1,1.8,0,11.2,9.2,6.2,0,0,0,,06:30:00,1694250000,6.5,19:26:00,1694296560,19.43,12.93,4,4,20,21,15,15,,,,,,8,7.5,6,4,,,,
2023-09-08,20.4,17.99,16.75,13.1,,,100,97.9,96,92,19.4,17.7,16.6,13.7,28,15.75,18,8,40,34,101.74,101.33,101.45,101.16,100.04,99.64,99.76,99.48,24100,16908.3,12250,400,2,1.4,1.5,1,1.2,0,11.8,9.8,6.8,6.6,6.6,0,,06:28:00,1694163480,6.47,19:28:00,1694210280,19.47,13,4,4,22,22,15,15,,,,,,8,7.8,7,6,,,,
2023-09-07,25.7,21.08,21.79,17.9,34,,100,92.5,89,78,21.3,19.8,20,18.7,28,20.75,20.5,13,41,14,101.56,101.5,101.49,101.41,99.88,99.81,99.81,99.73,24100,18554.2,12450,800,2,1.6,1.5,1,0,3.8,16.8,14.8,11.8,8.8,8.8,0,,06:27:00,1694077020,6.45,19:30:00,1694124000,19.5,13.05,5,6,23,25,17,17,,,,,,8,6.5,4.5,1,,,,
2023-09-06,26.1,19.7,19.75,13.4,33,,100,90.2,83.5,67,20.8,17.9,17.3,13.8,29,11.79,15.5,2,37,18,101.61,101.52,101.53,101.44,99.91,99.83,99.83,99.74,24100,18633.3,12150,200,2,1.5,1.5,1,0,1.8,14.8,12.8,9.8,0,0,0,,06:26:00,1693990560,6.43,19:32:00,1694037720,19.53,13.1,6,6,24,24,18,18,,,,,,5,2.6,2.5,0,,,,
2023-09-05,18.1,15.16,15.75,13.4,,,100,99.9,99.5,99,17.3,15.1,15.3,13.3,22,12.08,12.5,3,,,101.48,101.32,101.34,101.2,99.78,99.62,99.65,99.52,24100,3587.5,12150,200,1.7,1.5,1.5,1.3,2.2,0,10.8,8.8,5.8,4.6,4.6,0,,06:24:00,1693904040,6.4,19:34:00,1693951440,19.57,13.17,3,3,22,22,15,15,,,,,,8,2.2,4.5,1,,,,
2023-09-04,21.3,15.68,16.35,11.4,,,100,83.4,74.5,49,14.3,12.6,11.9,9.6,27,14.62,16.5,6,35,25,101.64,101.51,101.51,101.38,99.94,99.82,99.82,99.69,24100,23120.8,12350,600,1.9,1.4,1.4,1,1.6,0,11.3,9.3,6.3,0,0,0,,06:23:00,1693817580,6.38,19:36:00,1693865160,19.6,13.22,6,6,22,23,13,13,,,,,,8,5.2,4.5,1,,,,
2023-09-03,22.6,16.85,17.89,13.2,26,,96,80.8,77.5,59,14.5,13.4,12.8,11.1,38,26.96,26,14,51,27,101.73,101.62,101.62,101.51,100.03,99.92,99.92,99.81,24100,24100,24100,24100,1.6,1.4,1.4,1.2,0.1,0,12.9,10.9,7.9,0,0,0,,06:22:00,1693731120,6.37,19:38:00,1693778880,19.63,13.27,6,6,23,23,13,13,,,,,,7,3.4,3.5,0,,,,
2023-09-02,19.3,12.7,11.75,4.2,,,94,73.1,73.5,53,11.4,7.7,7.2,3,27,17.17,16,5,36,26,101.78,101.63,101.65,101.53,100.05,99.92,99.94,99.82,24100,24100,24100,24100,3,1.5,2,1,6.2,0,6.8,4.8,1.8,0,0,0,,06:20:00,1693644600,6.33,19:40:00,1693692600,19.67,13.33,6,6,19,19,13,13,,,,,,3,1.3,1.5,0,,,,
2023-09-01,13.4,9.73,8.8,4.2,,,98,76.6,77,56,8.9,5.7,5.9,2.9,21,13.21,12,3,29,34,101.79,101.43,101.23,100.66,100.07,99.72,99.53,98.98,24100,24100,24100,24100,3,1.5,2.1,1.2,9.2,0,3.8,1.8,0,0,0,0,,06:19:00,1693558140,6.32,19:42:00,1693606320,19.7,13.38,4,5,15,15,7,9,,,,,,8,5.8,4.5,1,,,,
2023-08-31,22.3,19.59,15.6,8.9,32,,96,94,89.5,83,21.7,18.6,15.9,10.1,49,33.38,35,21,76,22,100.6,100.06,100.15,99.71,98.93,98.39,98.49,98.06,24100,23095.8,14450,4800,1.8,1.2,1.4,1,2.4,0,10.6,8.6,5.6,29.2,29.2,0,,06:18:00,1693471680,6.3,19:44:00,1693520040,19.73,13.43,1,1,21,22,9,9,,,,,,8,8,8,8,,,,
2023-08-30,22.8,17.6,18.55,14.3,28,,100,88.7,82.5,65,20.2,15.6,16.2,12.3,35,22.38,21.5,8,62,24,102.02,101.62,101.33,100.65,100.32,99.92,99.65,98.98,24100,23233.3,20100,16100,1.7,1.3,1.4,1.1,0,0.6,13.6,11.6,8.6,7.2,7.2,0,,06:16:00,1693385160,6.27,19:46:00,1693433760,19.77,13.5,7,7,23,23,16,16,,,,,,8,6.8,5.5,3,,,,
2023-08-29,22.4,17.04,17.85,13.3,25,,95,76,75,55,13.7,12.5,11.9,10.2,28,20.5,19,10,38,28,102.05,101.93,101.87,101.68,100.34,100.23,100.16,99.98,24100,24100,24100,24100,2,1.4,1.6,1.2,0.1,0,12.8,10.8,7.8,0,0,0,,06:15:00,1693298700,6.25,19:48:00,1693347480,19.8,13.55,7,7,22,22,14,14,,,,,,8,5.2,4,0,,,,
2023-08-28,23.8,16.98,18.64,13.5,28,,100,89.2,85,70,18.7,15.1,16,13.3,38,19.54,21.5,5,51,27,101.67,101.4,101.43,101.19,99.97,99.7,99.74,99.5,24100,18975,12850,1600,2.1,1.6,1.6,1.2,0,0.6,13.6,11.6,8.6,3.8,3.8,0,,06:14:00,1693212240,6.23,19:50:00,1693261200,19.83,13.6,5,5,22,22,13,13,,,,,,8,5.5,4,0,,,,
2023-08-27,19.1,14.78,14.75,10.4,,,100,86.1,84.5,69,14.2,12.4,12.2,10.1,29,17.62,19,9,39,16,102.19,102.02,102.01,101.82,100.48,100.31,100.3,100.12,24100,21487.5,12850,1600,2.1,1.7,1.6,1,3.2,0,9.8,7.8,4.8,1.2,1.2,0,,06:12:00,1693125720,6.2,19:52:00,1693174920,19.87,13.67,7,7,20,21,13,14,,,,,,8,6.3,6,4,,,,
2023-08-26,19.2,14.47,15,10.8,,,99,85.5,83.5,68,13.7,11.9,11.9,10.2,27,14.88,15.5,4,35,18,102.43,102.32,102.31,102.18,100.71,100.6,100.59,100.47,24100,23179.2,13050,2000,2,1.4,1.5,1,3,0,10,8,5,0,0,0,,06:11:00,1693039260,6.18,19:54:00,1693088640,19.9,13.72,7,7,19,19,11,11,,,,,,7,4.7,3.5,0,,,,
2023-08-25,18.3,14.4,14,9.7,,,100,90.4,87,74,14.1,12.8,12.2,10.3,16,9.12,9.5,3,,,102.38,102.04,102,101.63,100.66,100.33,100.29,99.92,24100,21625,12450,800,2,1.5,1.5,1,4,0,9,7,4,0,0,0,,06:10:00,1692952800,6.17,19:55:00,1693002300,19.92,13.75,6,6,18,20,11,12,,,,,,8,4.2,4,0,,,,
2023-08-24,15.9,13.97,13.8,11.7,,,100,97.4,96.5,93,14.4,13.6,13.5,12.6,12,7.29,8,4,,,101.63,101.41,101.42,101.22,99.92,99.71,99.72,99.52,24100,13800,12250,400,1.9,1.4,1.4,1,4.2,0,8.8,6.8,3.8,0,0,0,,06:08:00,1692866280,6.13,19:57:00,1692916020,19.95,13.82,4,6,18,18,10,10,,,,,,8,7.9,7.5,7,,,,
2023-08-23,17.8,15.22,15.4,13,,,100,98.8,96.5,93,15.9,15,14.7,13.4,15,8.79,9,3,,,101.21,101.05,101.06,100.92,99.51,99.36,99.37,99.23,24100,11612.5,12350,600,2.5,1.6,1.8,1.2,2.6,0,10.4,8.4,5.4,4.4,4.4,0,,06:07:00,1692779820,6.12,19:59:00,1692829740,19.98,13.87,3,5,18,19,11,11,,,,,,8,7.3,5.5,3,,,,
2023-08-22,17.4,16.83,16.39,15.4,,,98,95.5,94.5,91,16.8,16.1,16.1,15.4,25,16.58,17.5,10,41,27,101.33,101.25,101.25,101.16,99.64,99.56,99.56,99.47,24100,23100,21700,19300,2.2,1.9,1.8,1.5,1.6,0,11.4,9.4,6.4,16.8,16.8,0,,06:06:00,1692693360,6.1,20:01:00,1692743460,20.02,13.92,1,1,18,18,14,14,,,,,,8,7.6,7,6,,,,
2023-08-21,23.3,19.45,20.05,16.8,28,,99,85.2,84,69,20,16.8,17.9,15.7,28,22.5,21,14,46,25,101.57,101.47,101.46,101.35,99.88,99.78,99.77,99.66,24100,23900,21700,19300,2.3,1.8,1.6,1,0,2,15.1,13.1,10.1,0.2,0.2,0,,06:04:00,1692606840,6.07,20:03:00,1692657180,20.05,13.98,6,7,22,23,16,16,,,,,,8,7.2,5.5,3,,,,
2023-08-20,23.7,18.2,19.35,15,31,,100,96.8,93.5,87,21,17.7,17.7,14.4,32,21.58,20,8,42,19,102.25,101.98,101.92,101.6,100.54,100.27,100.23,99.91,24100,14162.5,13250,2400,1.6,1.3,1.3,1,0,1.4,14.3,12.3,9.3,8.6,8.6,0,,06:03:00,1692520380,6.05,20:05:00,1692570900,20.08,14.03,3,3,25,25,15,15,,,,,,8,7.6,6,4,,,,
2023-08-19,17,14.53,14.85,12.7,,,99,93.2,92.5,86,14.5,13.5,13.1,11.6,41,26.04,23,5,58,19,102.41,102.32,102.34,102.27,100.69,100.6,100.62,100.56,24100,23566.7,21700,19300,1.9,1.5,1.4,1,3.1,0,9.8,7.8,4.8,3.8,3.8,0,,06:02:00,1692433920,6.03,20:07:00,1692484620,20.12,14.08,3,5,17,17,14,15,,,,,,8,7.4,6,4,,,,
2023-08-18,22.6,16.2,17.5,12.4,26,,100,86,81,62,15.3,13.6,13.5,11.7,27,16.46,16.5,6,36,29,102.34,102.29,102.29,102.24,100.62,100.58,100.58,100.53,24100,21187.5,12250,400,2,1.3,1.5,1,0.5,0,12.5,10.5,7.5,0,0,0,,06:00:00,1692347400,6,20:08:00,1692398280,20.13,14.13,7,7,22,23,13,13,,,,,,8,5,4,0,,,,
2023-08-17,17.9,12.82,14.39,10.9,,,99,88.4,83.5,68,12,10.9,11.1,10.1,16,11.54,11.5,7,,,102.33,102.16,102.08,101.83,100.61,100.44,100.37,100.13,24100,23062.5,14050,4000,1.5,1.4,1.4,1.3,3.6,0,9.4,7.4,4.4,0,0,0,,05:59:00,1692260940,5.98,20:10:00,1692312000,20.17,14.18,4,4,20,20,11,11,,,,,,8,5.6,4,0,,,,
2023-08-16,20.4,15.78,15.85,11.3,25,,100,93.2,88.5,77,16.8,14.6,14.5,12.2,24,15.88,15.5,7,33,29,101.77,101.26,101.4,101.03,100.07,99.56,99.7,99.34,24100,18787.5,12450,800,1.5,1.2,1.2,1,2.1,0,10.8,8.8,5.8,1.6,1.6,0,,05:58:00,1692174480,5.97,20:12:00,1692225720,20.2,14.23,5,6,20,20,11,12,,,,,,8,7.4,7,6,,,,
2023-08-15,17.6,14.67,15.55,13.5,,,100,97.3,94,88,15.2,14.2,14.4,13.6,14,10.08,10,6,,,101.2,101.05,101.02,100.85,99.5,99.35,99.33,99.16,24100,9191.7,12150,200,1.8,1.6,1.6,1.3,2.5,0,10.6,8.6,5.5,8,8,0,,05:56:00,1692087960,5.93,20:14:00,1692139440,20.23,14.3,1,5,16,18,13,13,,,,,,8,7.1,5,2,,,,
2023-08-14,21.8,16.68,17.8,13.8,26,,100,88.8,86.5,73,16.3,14.8,15.1,13.8,25,12.04,13,1,37,31,101.55,101.27,101.29,101.03,99.86,99.58,99.6,99.34,24100,20283.3,12150,200,2,1.6,1.6,1.1,0.2,0,12.8,10.8,7.8,0,0,0,,05:55:00,1692001500,5.92,20:15:00,1692053100,20.25,14.33,7,7,23,23,15,15,,,,,,8,6.5,6,4,,,,
2023-08-13,22.8,18.16,18.8,14.8,25,,91,76.3,73,55,14.9,13.7,13.9,12.9,39,28.83,28,17,56,27,101.61,101.38,101.33,101.05,99.91,99.69,99.64,99.37,24100,24100,24100,24100,1.5,1.3,1.4,1.2,0,0.8,13.8,11.8,8.8,0,0,0,,05:54:00,1691915040,5.9,20:17:00,1691966820,20.28,14.38,7,7,22,22,15,15,,,,,,8,5.3,4,0,,,,
2023-08-12,23,18.6,18.95,14.9,28,,100,85.4,82,64,19.2,16,16.5,13.8,43,30,29,15,64,27,101.02,100.63,100.72,100.43,99.34,98.95,99.04,98.75,24100,20370.8,12250,400,2.4,2,1.7,1,0,0.9,13.9,11.9,8.9,6,6,0,,05:52:00,1691828520,5.87,20:19:00,1691880540,20.32,14.45,7,7,22,23,15,15,,,,,,8,5.7,5,2,,,,
2023-08-11,21.1,17.65,17.39,13.7,25,,99,89.8,88,77,17,15.9,15.6,14.1,25,15.79,17.5,10,36,27,100.94,100.64,100.68,100.41,99.25,98.96,98.99,98.73,24100,23766.7,20100,16100,1.4,1.1,1.2,1,0.6,0,12.4,10.4,7.4,0,0,0,,05:51:00,1691742060,5.85,20:20:00,1691794200,20.33,14.48,6,7,23,23,16,16,,,,,,8,6.1,4,0,,,,
2023-08-10,20.3,14.91,15.8,11.3,26,,100,96,93,86,17.7,14.3,14.2,10.8,43,24.54,26,9,59,14,101.15,100.53,100.7,100.25,99.45,98.84,99.01,98.57,24100,12300,12250,400,2,1.8,1.6,1.3,2.2,0,10.8,8.8,5.8,14.8,14.8,0,,05:50:00,1691655600,5.83,20:22:00,1691707920,20.37,14.53,5,5,18,18,15,15,,,,,,8,5.8,5.5,3,,,,
2023-08-09,15.1,12.08,12.7,10.3,,,98,89.2,88,78,11.4,10.3,10.6,9.7,25,12.92,14,3,53,15,101.81,101.56,101.5,101.2,100.1,99.85,99.79,99.49,24100,24100,24100,24100,1.7,1.5,1.4,1.2,5.3,0,7.7,5.7,2.7,6.2,6.2,0,,05:48:00,1691569080,5.8,20:24:00,1691621640,20.4,14.6,7,7,17,17,13,13,,,,,,8,7.9,7.5,7,,,,
2023-08-08,16.3,13.18,13.5,10.7,,,95,87.6,84,73,11.8,11.1,11.1,10.4,34,21.71,21,8,44,36,101.84,101.63,101.53,101.22,100.13,99.92,99.82,99.52,24100,22766.7,16100,8100,2,1.7,1.8,1.5,4.5,0,8.5,6.5,3.5,0.2,0.2,0,,05:47:00,1691482620,5.78,20:25:00,1691535300,20.42,14.63,5,7,16,16,10,10,,,,,,8,7.5,7.5,7,,,,
2023-08-07,15.5,14.15,14.1,12.7,,,100,96.6,94.5,89,14.7,13.6,13.3,12,32,21.96,20.5,9,54,1,101.19,100.87,100.93,100.66,99.49,99.17,99.23,98.97,24100,10083.3,12350,600,2.4,1.7,1.9,1.4,3.9,0,9.1,7.1,4.1,1.2,1.2,0,,05:46:00,1691396160,5.77,20:27:00,1691449020,20.45,14.68,,,16,16,12,12,,,,,,8,6.9,5,2,,,,
2023-08-06,15.7,14.46,14.7,13.7,,,100,95.4,91.5,83,14.9,13.7,13.2,11.5,28,17.83,17.5,7,45,14,102.15,101.44,101.53,100.9,100.44,99.73,99.83,99.21,24100,11616.7,12350,600,2.6,2,2,1.5,3.3,0,9.7,7.7,4.7,17.6,17.6,0,,05:44:00,1691309640,5.73,20:28:00,1691362680,20.47,14.73,1,1,17,17,13,13,,,,,,8,7.3,4.5,1,,,,
2023-08-05,18.6,14.35,15.15,11.7,,,97,84.7,85,73,12.8,11.7,11.9,11.1,25,13.58,14.5,4,45,20,102.6,102.48,102.4,102.21,100.88,100.76,100.69,100.5,24100,24100,24100,24100,1.8,1.6,1.6,1.5,2.8,0,10.2,8.2,5.2,0,0,0,,05:43:00,1691223180,5.72,20:30:00,1691276400,20.5,14.78,7,7,18,18,12,12,,,,,,8,7.1,5.5,3,,,,
2023-08-04,20.9,15.75,16.14,11.4,,,98,80.2,77,56,14.6,12.2,12.2,9.8,18,11.79,11,4,27,15,102.57,102.42,102.42,102.28,100.85,100.71,100.72,100.58,24100,24100,24100,24100,2,1.5,1.5,1,1.9,0,11.1,9.1,6.1,0,0,0,,05:42:00,1691136720,5.7,20:31:00,1691190060,20.52,14.82,7,7,22,22,12,12,,,,,,8,3.2,4,0,,,,
2023-08-03,24.1,18.13,17.85,11.6,,,97,71,65,33,15.3,12.2,11.1,6.9,23,16.38,16,9,33,28,102.32,102.01,102.04,101.77,100.61,100.31,100.34,100.07,24100,24100,24100,24100,1.6,1.4,1.4,1.2,0.1,0,12.8,10.8,7.8,0,0,0,,05:41:00,1691050260,5.68,20:33:00,1691103780,20.55,14.87,7,7,23,24,13,13,,,,,,8,5.5,6,4,,,,
2023-08-02,20.6,16.98,17.45,14.3,,,98,85.9,85.5,73,15.5,14.5,14.3,13.2,24,16.88,17,10,36,21,101.9,101.81,101.81,101.72,100.2,100.11,100.11,100.02,24100,24100,24100,24100,1.7,1.4,1.4,1.1,0.6,0,12.4,10.4,7.5,0,0,0,,05:39:00,1690963740,5.65,20:34:00,1691017440,20.57,14.92,6,7,21,21,14,14,,,,,,8,7.5,5,2,,,,
2023-08-01,20.2,16.11,16.39,12.6,,,100,89,88.5,77,15.3,14.2,14.2,13.2,25,13.46,15,5,33,27,101.83,101.68,101.72,101.6,100.13,99.98,100.01,99.9,24100,24100,24100,24100,2,1.4,1.5,1,1.6,0,11.4,9.4,6.4,0,0,0,,05:38:00,1690877280,5.63,20:36:00,1690931160,20.6,14.97,7,8,20,20,14,14,,,,,,8,6.2,5,2,,,,
2023-07-31,21,15.4,17.05,13.1,,,100,92.4,87.5,75,15.2,14.1,14.3,13.5,19,11.67,11,3,35,15,101.65,101.15,101.03,100.41,99.95,99.45,99.34,98.73,24100,16912.5,12150,200,2,1.6,1.6,1.2,0.9,0,12.1,10.1,7,0,0,0,,05:37:00,1690790820,5.62,20:37:00,1690844820,20.62,15,5,8,18,19,13,13,,,,,,8,6.6,4.5,1,,,,
2023-07-30,18.2,15.89,15.85,13.5,,,100,96.4,94.5,89,17,15.3,15.3,13.7,30,16.75,17,4,41,29,100.49,100.27,100.2,99.92,98.81,98.6,98.53,98.25,24100,12341.7,12150,200,,,,,2.1,0,10.8,8.8,5.8,17,17,0,,05:36:00,1690704360,5.6,20:38:00,1690758480,20.63,15.03,2,6,18,19,13,13,,,,,,8,5.8,4.5,1,,,,
2023-07-29,24.8,18.97,19.1,13.4,30,,96,76.4,72.5,49,18.1,14.6,14.1,10,39,19.54,22,5,52,26,100.74,100.48,100.48,100.22,99.06,98.8,98.81,98.55,24100,23766.7,20100,16100,,,,,0,1.1,14.1,12.1,9.1,0,0,0,,05:34:00,1690617840,5.57,20:40:00,1690672200,20.67,15.1,8,8,25,25,15,15,,,,,,8,5.5,4,0,,,,
2023-07-28,24,19.71,19.2,14.4,30,,98,85.8,83.5,69,19,17.2,15.7,12.3,35,20.67,19,3,42,32,101,100.65,100.67,100.33,99.32,98.98,98.99,98.66,24100,23033.3,18500,12900,2.8,2.6,2.6,2.4,0,1.2,14.2,12.2,9.2,7.2,7.2,0,,05:33:00,1690531380,5.55,20:41:00,1690585860,20.68,15.13,4,4,23,23,14,14,,,,,,8,6.8,5,2,,,,
2023-07-27,28.6,20.6,22.55,16.5,33,,92,77.5,73.5,55,18.2,16.4,16.1,13.9,39,29.12,30,21,53,27,101.38,101.25,101.2,101.02,99.7,99.57,99.52,99.34,24100,24100,24100,24100,3,2.3,2.5,2,0,4.5,17.6,15.6,12.6,0,0,0,,05:32:00,1690444920,5.53,20:42:00,1690499520,20.7,15.17,7,7,28,28,18,18,,,,,,8,5.4,5,2,,,,
2023-07-26,29.1,22.68,23,16.9,33,,92,66.2,65,38,16.9,15.4,14.8,12.8,36,22.79,24,12,49,26,101.78,101.58,101.56,101.34,100.09,99.89,99.88,99.66,24100,24100,24100,24100,2.3,2,2.1,2,0,5,18,16,13,0.6,0.6,0,,05:31:00,1690358460,5.52,20:43:00,1690413180,20.72,15.2,8,8,29,29,16,16,,,,,,8,4.1,4,0,,,,
2023-07-25,28.9,21.31,22.85,16.8,34,,95,78.3,71.5,48,17.9,17.1,16.8,15.7,31,19.33,19,7,36,28,101.83,101.66,101.67,101.5,100.14,99.98,99.98,99.82,24100,24100,24100,24100,2,1.6,1.6,1.2,0,4.8,17.9,15.8,12.8,0,0,0,,05:29:00,1690271940,5.48,20:45:00,1690326900,20.75,15.27,8,8,26,26,18,18,,,,,,7,4.8,3.5,0,,,,
2023-07-24,25.6,22.6,21.9,18.2,34,,98,89.8,87.5,77,22.5,20.8,20.2,17.9,36,28.42,29,22,53,25,101.97,101.54,101.65,101.34,100.28,99.86,99.97,99.66,24100,24100,24100,24100,1.3,1.1,1.1,1,0,3.9,16.9,14.9,11.9,3.2,3.2,0,,05:28:00,1690185480,5.47,20:46:00,1690240560,20.77,15.3,7,7,24,24,18,18,,,,,,8,6,5.5,3,,,,
2023-07-23,27.1,21.4,21.85,16.6,36,,100,90.7,84.5,69,21.8,19.7,19.2,16.6,26,16.38,17.5,9,41,22,102.26,102.13,102.13,102,100.57,100.44,100.44,100.31,24100,15887.5,12150,200,1.2,1,1.1,1,0,3.8,16.9,14.8,11.8,0,0,0,,05:27:00,1690099020,5.45,20:47:00,1690154220,20.78,15.33,9,9,26,26,19,19,,,,,,8,6.1,4.5,1,,,,
2023-07-22,27.2,22.25,22.54,17.9,35,,97,84.9,81,65,20.7,19.5,19.4,18.2,33,18.12,18.5,4,45,18,102.31,102.21,102.2,102.1,100.61,100.52,100.51,100.41,24100,24100,24100,24100,2,1.2,1.5,1,0,4.5,17.5,15.5,12.5,0,0,0,,05:26:00,1690012560,5.43,20:48:00,1690067880,20.8,15.37,9,9,25,27,17,17,,,,,,8,5.5,4.5,1,,,,
2023-07-21,28.2,22.23,23.1,18,34,,99,79.3,78.5,58,19.2,18.3,17.9,16.7,36,25.21,23,10,59,25,102.13,101.8,101.79,101.46,100.44,100.12,100.11,99.78,24100,22795.8,12450,800,2.1,1.6,1.6,1,0,5.1,18.1,16.1,13.1,0,0,0,,05:25:00,1689926100,5.42,20:49:00,1689981540,20.82,15.4,9,9,26,26,18,18,,,,,,8,4.7,5,2,,,,
2023-07-20,28.7,24.33,23.4,18.1,37,,97,81.8,79.5,62,22.1,20.9,20.7,19.3,35,24.42,25,15,53,25,101.97,101.79,101.83,101.7,100.29,100.11,100.15,100.02,24100,24100,24100,24100,1,1,1,1,0,5.4,18.4,16.4,13.4,0,0,0,,05:24:00,1689839640,5.4,20:50:00,1689895200,20.83,15.43,9,9,28,28,18,18,,,,,,8,5.5,5.5,3,,,,
2023-07-19,28,23.16,23.85,19.7,37,,99,87.5,84.5,70,22.1,20.9,20.6,19.1,34,29.96,28,22,53,28,102.06,101.98,101.99,101.91,100.37,100.29,100.3,100.23,24100,22358.3,14450,4800,1.5,1.1,1.2,1,0,5.8,18.9,16.9,13.8,0,0,0,,05:23:00,1689753180,5.38,20:51:00,1689808860,20.85,15.47,9,9,29,29,20,20,,,,,,8,6.2,5.5,3,,,,
